#f0 [Hz]	periodicity (0~1)	power [dB]	sonorant power [dB]	high freq. power [dB]	 mid freq. power [dB]	low freq power [dB]	f0 after post-proc. [Hz]	f0 reliability code (0 ~ 13)	a1-a3 [dB]	f1f3syn (-1.0~1.0)	h1-a1 [dB]	breathpow [dB]	ips (-1.0~1.0)	h1-a3 [dB]	f0 after post-proc [semitone]	delta f0 [semitone]	vocal fry detection
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-2.08	-12.74	-2.47	-10.94	-10000	-10000	1	-7.51	0.909	-9.50	-115.28	-100.00	-17.01	-10000	-10000	
-10000	-10000	28.28	4.25	28.27	7.71	-15.91	-10000	1	-12.96	0.802	-7.88	-83.13	-100.00	-20.84	-10000	-10000	
56.94	0.556	38.48	5.81	38.48	10.41	-10000	-10000	1	-14.05	0.506	-10.74	-64.55	-100.00	-27.32	-10000	-10000	
66.12	0.480	40.79	9.00	40.78	11.86	-10000	-10000	1	-14.76	0.539	-8.33	-64.30	-100.00	-26.43	-10000	-10000	
79.60	0.418	42.72	12.03	42.71	14.50	-10000	-10000	1	-14.89	0.372	-8.52	-56.29	-100.00	-23.76	-10000	-10000	
80.81	0.533	42.81	14.86	42.80	16.93	-10000	-10000	1	-7.54	0.535	-10.31	-59.08	-100.00	-23.02	-10000	-10000	
62.99	0.640	42.93	16.46	42.92	18.48	-10000	-10000	1	-11.61	0.457	-17.93	-54.83	-100.00	-33.84	-10000	-10000	
64.78	0.595	43.88	18.31	43.87	22.48	-10000	-10000	1	-12.04	0.572	-18.48	-54.97	-100.00	-31.80	-10000	-10000	
-10000	-10000	46.16	21.20	46.15	24.04	-10.63	-10000	1	-14.62	0.378	-20.12	-46.91	-100.00	-38.90	-10000	-10000	
-10000	-10000	50.72	23.67	50.71	24.01	23.10	-10000	1	-8.82	0.587	-26.05	-54.06	-100.00	-34.87	-10000	-10000	
-10000	-10000	51.16	27.94	51.14	29.71	-10000	-10000	0	-4.38	0.654	-12.35	-51.43	-100.00	-16.73	-10000	-10000	
-10000	-10000	47.97	38.94	47.39	38.34	31.99	290.80	12	7.30	0.669	-8.21	-43.57	-100.00	-0.91	61.83	-10000	
290.91	0.900	49.84	49.08	41.89	44.64	47.75	290.80	13	11.51	0.716	-9.99	-39.93	-100.00	1.52	61.83	-10000	
290.91	0.976	53.49	52.66	45.90	48.07	51.63	290.80	13	9.25	0.632	-13.66	-50.21	-100.00	-4.42	61.83	-10000	
296.30	0.960	54.59	53.70	47.30	46.94	53.42	290.80	13	7.76	0.712	-14.21	-47.28	-100.00	-6.45	61.83	13.84	
296.30	0.962	55.17	54.08	48.63	46.87	54.08	290.80	13	4.62	0.723	-14.76	-47.14	-100.00	-10.24	61.83	14.34	
296.30	0.956	55.48	53.99	50.10	48.54	53.98	296.22	13	3.37	0.680	-15.63	-63.33	-100.00	-13.79	62.15	17.27	
301.89	0.945	55.35	53.96	49.72	48.79	53.73	301.75	13	6.78	0.734	-15.49	-41.36	-100.00	-9.60	62.47	21.18	
301.89	0.963	54.21	53.05	47.91	46.74	52.75	301.75	13	7.80	0.794	-14.43	-54.00	-100.00	-7.81	62.47	26.78	
307.69	0.916	52.69	50.87	48.06	45.93	50.37	307.55	13	4.82	0.846	-12.67	-56.60	-100.00	-7.85	62.80	27.93	
313.73	0.825	51.24	47.97	48.46	47.28	47.27	313.65	13	2.50	0.775	-10.34	-41.34	-100.00	-7.84	63.14	30.48	
326.53	0.868	49.72	46.89	46.53	45.47	45.02	326.41	13	-0.73	0.752	-6.58	-41.46	-100.00	-7.32	63.83	38.22	
333.33	0.876	43.66	41.92	38.86	39.61	39.21	333.27	13	2.33	0.676	-10000	-45.78	-100.00	2.33	64.19	37.00	
333.33	0.948	41.51	40.85	33.01	37.75	38.20	333.27	13	6.12	0.751	-10000	-58.86	-100.00	6.12	64.19	26.65	
340.43	0.972	42.45	41.68	34.50	38.31	39.30	340.27	13	6.91	0.749	-10000	-48.41	-100.00	6.91	64.55	17.87	
340.43	0.983	43.03	42.35	34.64	38.56	40.17	347.82	13	2.39	0.668	-10000	-51.42	-100.00	2.39	64.93	12.81	
347.83	0.980	43.46	43.16	31.76	39.68	40.69	340.27	13	1.23	0.659	-10000	-51.69	-100.00	1.23	64.55	9.71	
347.83	0.980	42.88	42.62	30.59	37.87	40.98	347.82	13	5.14	0.590	-10000	-40.32	-100.00	5.14	64.93	4.87	
347.83	0.966	42.34	42.00	31.03	35.08	41.13	347.82	13	9.42	0.589	-10000	-49.43	-100.00	9.42	64.93	2.70	
347.83	0.972	43.79	43.40	33.19	39.53	41.32	347.82	13	4.69	0.652	-10000	-54.79	-100.00	4.69	64.93	3.01	
347.83	0.981	47.29	46.95	35.98	45.16	42.70	347.82	13	-2.39	0.749	-10000	-50.97	-100.00	-2.39	64.93	0.00	
347.83	0.825	49.01	48.55	39.09	47.26	43.71	347.82	12	-3.08	0.625	-10000	-32.48	-100.00	-3.08	64.93	0.00	
347.83	0.863	53.40	52.39	46.59	51.55	48.17	347.82	12	-0.14	0.646	-6.32	-29.19	-100.00	-6.46	64.93	-9.07	
347.83	0.879	56.51	54.92	51.37	54.56	51.35	347.82	13	-0.16	0.696	-10.26	-28.83	-100.00	-10.42	64.93	-10.30	
347.83	0.918	58.44	56.43	54.13	53.50	56.37	347.82	13	0.88	0.778	-12.66	-35.35	-100.00	-11.78	64.93	-9.83	
340.43	0.945	59.44	57.78	54.45	57.27	54.23	340.27	13	0.80	0.792	-13.39	-44.10	-100.00	-12.58	64.55	-9.10	
340.43	0.985	59.61	58.15	54.15	56.80	54.19	340.27	13	-1.33	0.777	-12.15	-54.21	-100.00	-13.48	64.55	-8.70	
340.43	0.948	57.47	56.28	51.28	53.66	53.40	340.27	13	2.42	0.715	-11.40	-43.58	-100.00	-8.98	64.55	-7.40	
340.43	0.935	54.25	53.14	47.81	49.26	51.29	340.27	13	8.30	0.640	-9.69	-37.81	-100.00	-1.39	64.55	0.00	
333.33	0.859	48.59	47.69	41.34	42.90	46.06	340.27	12	11.65	0.629	-6.01	-37.03	-100.00	5.64	64.55	-10000	
-10000	-10000	34.79	33.57	28.67	27.27	32.52	340.27	12	11.92	0.591	-8.05	-50.97	-100.00	3.87	64.55	-10000	
-10000	-10000	18.23	17.23	11.33	17.43	-10000	-10000	1	2.75	0.754	-3.89	-69.64	-100.00	-1.14	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-100.00	-100.00	-100.00	-90.00	-10000	-10000	1	-90.00	-1.000	-100.00	-152.71	-100.00	-100.00	-10000	-10000	
-10000	-10000	-77.43	-82.04	-79.41	-82.09	-10000	-10000	1	1.84	-1.000	11.17	-144.80	-100.00	1.84	-10000	-10000	
195.12	0.278	16.88	15.32	11.67	15.27	-2.61	-10000	1	15.62	0.844	-22.94	-79.71	-100.00	-7.33	-10000	-10000	
-10000	-10000	31.26	29.72	26.02	29.56	16.09	-10000	0	19.31	0.704	-18.96	-54.29	-100.00	0.35	-10000	-10000	
-10000	-10000	41.70	41.41	29.79	21.17	41.40	326.41	13	21.40	0.547	-18.99	-55.29	-100.00	2.41	63.83	-10000	
313.73	0.937	50.47	50.10	39.55	33.06	50.08	319.87	13	18.29	0.714	-9.14	-52.20	-100.00	9.14	63.48	-10000	
313.73	0.973	51.78	51.12	43.26	40.77	50.90	313.65	13	15.38	0.648	-8.57	-42.11	-100.00	6.82	63.14	-5.74	
313.73	0.915	51.84	50.86	44.89	46.00	49.57	313.65	13	12.34	0.680	-7.19	-44.32	-100.00	5.14	63.14	5.72	
313.73	0.879	50.32	49.07	44.30	47.13	46.21	319.87	13	7.58	0.724	-3.16	-37.94	-100.00	4.42	63.48	-10000	
-10000	-10000	42.84	41.60	36.79	40.76	37.66	347.82	13	3.75	0.741	-12.51	-45.41	-100.00	-8.76	64.93	-10000	
-10000	-10000	21.18	20.08	14.68	20.95	-10000	-10000	1	8.83	0.747	-2.52	-65.63	-100.00	6.30	-10000	-10000	
-10000	-10000	-52.31	-52.83	-63.81	-52.83	-10000	-10000	1	9.65	0.612	-1.37	-146.32	-100.00	8.28	-10000	-10000	
-10000	-10000	-72.27	-76.62	-74.38	-75.82	-10000	-10000	1	0.96	-1.000	12.27	-138.53	-100.00	0.96	-10000	-10000	
-10000	-10000	19.00	8.94	18.55	12.80	-10000	-10000	1	-10.24	0.822	-8.29	-79.89	-100.00	-23.89	-10000	-10000	
-10000	-10000	40.49	32.95	39.65	35.34	20.46	-10000	0	-7.22	0.637	-12.10	-44.97	-100.00	-19.33	-10000	-10000	
-10000	-10000	44.55	42.74	39.88	38.31	41.59	340.27	12	10.01	0.499	-32.73	-36.40	-100.00	-22.72	64.55	-10000	
340.43	0.954	49.41	48.72	41.13	42.31	48.13	340.27	13	9.98	0.711	-7.37	-51.70	-100.00	2.61	64.55	-10000	
340.43	0.978	52.76	52.19	43.66	46.45	51.38	340.27	13	9.95	0.740	-10.31	-45.38	-100.00	-0.36	64.55	8.17	
347.83	0.975	54.32	53.41	47.07	48.14	52.74	340.27	13	10.57	0.679	-10.67	-38.44	-100.00	-0.10	64.55	2.85	
340.43	0.966	54.05	52.99	47.39	47.03	52.68	347.82	13	8.47	0.715	-9.72	-37.48	-100.00	-1.25	64.93	0.91	
340.43	0.971	52.30	51.61	43.97	42.95	51.53	340.27	13	8.24	0.767	-8.38	-56.02	-100.00	-0.14	64.55	-3.31	
340.43	0.944	48.01	47.32	39.73	38.57	47.22	340.27	13	7.46	0.748	-4.30	-49.44	-100.00	3.16	64.55	-15.00	
333.33	0.904	43.65	42.68	36.67	36.07	42.46	333.27	13	7.83	0.821	-0.90	-56.52	-100.00	6.93	64.19	-33.72	
320.00	0.885	42.82	42.07	34.81	35.67	41.64	326.41	13	9.24	0.749	-2.77	-51.05	-100.00	6.48	63.83	-31.27	
313.73	0.850	45.88	45.11	38.01	39.49	44.07	319.87	13	11.92	0.753	-0.34	-47.51	-100.00	10.16	63.48	-39.76	
313.73	0.911	50.60	49.94	42.08	45.07	48.48	307.55	13	11.17	0.746	-4.90	-41.44	-100.00	6.15	62.80	-40.29	
307.69	0.876	55.30	54.70	46.42	49.61	53.35	307.55	13	14.39	0.733	-9.73	-36.03	-100.00	4.66	62.80	-45.66	
296.30	0.838	57.25	56.64	48.44	42.50	56.62	296.22	13	17.30	0.730	-16.36	-42.95	-100.00	0.94	62.15	-49.27	
290.91	0.845	58.32	57.83	48.55	41.72	57.81	290.80	13	16.13	0.770	-16.97	-50.30	-100.00	-0.84	61.83	-51.71	
280.70	0.827	58.54	58.29	46.08	53.85	56.40	280.57	13	20.81	0.799	-19.52	-36.73	-100.00	1.29	61.21	-57.85	
275.86	0.758	56.97	56.78	43.23	52.28	54.90	271.16	13	20.31	0.796	-19.62	-38.04	-100.00	0.69	60.62	-57.53	
262.30	0.722	55.37	55.16	42.16	51.31	52.87	262.23	13	19.10	0.726	-18.46	-33.88	-100.00	0.64	60.04	-56.74	
253.97	0.896	55.48	55.35	40.20	50.40	53.69	249.96	13	16.66	0.745	-20.50	-47.35	-100.00	-3.85	59.21	-53.41	
250.00	0.898	54.85	54.78	37.26	31.92	54.77	246.09	13	22.85	0.695	-22.25	-52.84	-100.00	0.60	58.94	-47.61	
242.42	0.839	53.53	53.45	36.30	45.65	52.68	242.42	13	25.31	0.664	-20.67	-36.00	-100.00	4.64	58.68	-40.93	
238.81	0.840	51.14	50.90	38.43	43.95	49.99	235.25	13	19.30	0.692	-17.39	-39.21	-100.00	1.91	58.16	-37.60	
228.57	0.860	50.07	49.81	37.72	42.66	48.96	231.87	13	15.62	0.636	-15.67	-45.96	-100.00	-0.05	57.91	-43.18	
222.22	0.870	52.07	51.74	40.67	43.70	51.12	225.27	13	18.57	0.713	-17.48	-40.69	-100.00	1.08	57.41	-43.28	
216.22	0.842	52.42	52.16	40.17	44.03	51.53	219.11	13	17.54	0.698	-17.84	-39.47	-100.00	-0.30	56.93	-37.51	
213.33	0.900	51.54	51.25	39.65	43.92	50.44	210.43	13	15.47	0.716	-17.17	-43.08	-100.00	-1.70	56.23	-30.87	
210.53	0.891	52.34	51.93	41.86	46.80	50.54	210.43	13	13.45	0.695	-17.75	-36.53	-100.00	-4.30	56.23	-22.07	
207.79	0.916	54.47	54.07	43.93	50.65	51.90	207.77	13	10.08	0.737	-20.13	-37.21	-100.00	-10.05	56.01	-9.78	
210.53	0.913	53.44	53.10	42.25	49.84	50.79	207.77	13	6.82	0.706	-18.90	-37.37	-100.00	-12.08	56.01	4.58	
210.53	0.883	50.62	50.22	39.98	40.12	50.06	210.43	13	5.39	0.644	-15.17	-40.53	-100.00	-9.78	56.23	10.47	
213.33	0.927	49.05	48.69	38.00	44.94	46.63	213.24	13	6.63	0.669	-14.83	-38.28	-100.00	-8.20	56.46	18.10	
213.33	0.864	46.92	46.67	34.40	44.38	43.05	216.10	13	-1.44	0.745	-8.43	-42.06	-100.00	-9.87	56.69	25.25	
216.22	0.811	40.10	39.86	27.37	38.09	35.57	225.27	13	-2.82	0.744	-10000	-48.29	-100.00	-2.82	57.41	25.38	
216.22	0.712	28.93	28.84	11.96	17.51	28.56	225.27	13	17.44	0.340	-10000	-52.41	-100.00	17.44	57.41	24.78	
228.57	0.794	31.00	29.26	26.18	26.53	27.29	225.27	12	8.37	0.575	-10000	-51.04	-100.00	8.37	57.41	23.35	
228.57	0.931	37.36	35.38	32.99	34.22	33.78	225.27	12	4.27	0.664	-10000	-47.43	-100.00	4.27	57.41	13.65	
231.88	0.970	39.03	37.26	34.27	33.92	36.90	231.87	13	8.28	0.674	-0.24	-50.53	-100.00	8.04	57.91	15.04	
235.29	0.994	39.52	37.80	34.68	30.89	37.69	235.25	13	9.35	0.711	-10000	-55.02	-100.00	9.35	58.16	10.69	
235.29	0.986	39.58	38.07	34.28	29.35	38.01	235.25	13	8.12	0.734	-10000	-77.45	-100.00	8.12	58.16	7.40	
235.29	0.977	40.34	38.84	34.99	32.55	38.79	235.25	13	7.39	0.565	-10000	-54.66	-100.00	7.39	58.16	2.24	
235.29	0.985	40.99	39.77	34.86	34.82	39.50	235.25	13	6.86	0.725	-10000	-50.31	-100.00	6.86	58.16	0.00	
235.29	0.984	39.74	39.62	24.31	27.79	39.43	235.25	13	17.37	0.522	-10000	-47.74	-100.00	17.37	58.16	3.49	
235.29	0.980	40.00	39.94	21.22	27.07	39.73	235.25	13	21.35	0.778	-10000	-61.78	-100.00	21.35	58.16	5.17	
235.29	0.992	40.91	40.70	27.73	29.17	40.43	235.25	13	19.81	0.803	-10000	-63.04	-100.00	19.81	58.16	-3.03	
235.29	0.995	41.74	41.51	28.83	30.94	41.16	238.81	13	16.98	0.793	-10000	-66.68	-100.00	16.98	58.42	-1.65	
238.81	0.978	42.16	41.88	30.25	28.00	41.75	238.81	13	15.87	0.723	-10000	-61.17	-100.00	15.87	58.42	-1.19	
235.29	0.897	46.10	45.34	38.15	41.55	43.69	231.87	13	9.35	0.770	-10000	-46.69	-100.00	9.35	57.91	5.20	
235.29	0.893	52.24	51.32	45.04	48.95	48.53	235.25	13	5.65	0.706	-7.21	-35.02	-100.00	-1.55	58.16	6.99	
235.29	0.929	54.16	53.51	45.59	51.60	49.64	235.25	13	7.81	0.706	-9.16	-48.83	-100.00	-3.23	58.16	8.63	
238.81	0.972	53.56	53.15	43.13	50.87	49.52	238.81	13	13.85	0.650	-8.10	-41.15	-100.00	1.75	58.42	9.74	
238.81	0.932	51.11	50.73	40.26	46.84	48.49	238.81	13	17.66	0.628	-8.29	-33.52	-100.00	6.38	58.42	8.78	
238.81	0.911	47.00	46.36	38.34	38.57	45.63	238.81	12	11.99	0.690	-6.20	-44.48	-100.00	5.79	58.42	9.10	
238.81	0.878	43.44	41.95	38.08	35.89	40.82	238.81	12	11.90	0.678	-3.94	-46.50	-100.00	7.95	58.42	0.64	
242.42	0.786	42.84	34.49	42.15	29.65	33.03	242.42	12	7.32	0.412	-1.26	-42.28	-100.00	6.05	58.68	-10000	
-10000	-10000	42.68	26.24	42.58	26.36	17.69	235.25	12	-1.09	0.640	-10000	-54.09	-100.00	-1.09	58.16	-10000	
-10000	-10000	34.96	18.93	34.86	19.58	9.04	-10000	1	5.73	0.478	-6.57	-54.42	-100.00	-0.84	-10000	-10000	
-10000	-10000	31.86	18.42	31.66	13.67	17.42	-10000	1	12.01	0.565	-11.08	-63.50	-100.00	0.92	-10000	-10000	
